Year,Cause Name,State,Age-adjusted Death Rate
2004,Influenza and pneumonia,Missouri,22.1
2003,Influenza and pneumonia,Missouri,25.7
2002,Influenza and pneumonia,Missouri,26.2
2001,Influenza and pneumonia,Missouri,26.1
2000,Influenza and pneumonia,Missouri,26.7
1999,Influenza and pneumonia,Missouri,28.3
2016,Influenza and pneumonia,Montana,11.1
2015,Influenza and pneumonia,Montana,13.7
2014,Influenza and pneumonia,Montana,13.7
2013,Influenza and pneumonia,Montana,16.4
2012,Influenza and pneumonia,Montana,12.2
2011,Influenza and pneumonia,Montana,12.8
2010,Influenza and pneumonia,Montana,13.6
2009,Influenza and pneumonia,Montana,14.8
2008,Influenza and pneumonia,Montana,14.6
2007,Influenza and pneumonia,Montana,16.1
2006,Influenza and pneumonia,Montana,15.2
2005,Influenza and pneumonia,Montana,19.5
2004,Influenza and pneumonia,Montana,15.5
2003,Influenza and pneumonia,Montana,24.8
2002,Influenza and pneumonia,Montana,25.2
2001,Influenza and pneumonia,Montana,19.4
2000,Influenza and pneumonia,Montana,20.9
1999,Influenza and pneumonia,Montana,26.5
2016,Influenza and pneumonia,Nebraska,14.3
2015,Influenza and pneumonia,Nebraska,16.9
2014,Influenza and pneumonia,Nebraska,15.1
2013,Influenza and pneumonia,Nebraska,14.5
2012,Influenza and pneumonia,Nebraska,12.7
2011,Influenza and pneumonia,Nebraska,14.2
2010,Influenza and pneumonia,Nebraska,11.9
2009,Influenza and pneumonia,Nebraska,12.3
2008,Influenza and pneumonia,Nebraska,17.0
2007,Influenza and pneumonia,Nebraska,15.5
2006,Influenza and pneumonia,Nebraska,16.3
2005,Influenza and pneumonia,Nebraska,17.7
2004,Influenza and pneumonia,Nebraska,17.3
2003,Influenza and pneumonia,Nebraska,21.1
2002,Influenza and pneumonia,Nebraska,20.6
2001,Influenza and pneumonia,Nebraska,14.6
2000,Influenza and pneumonia,Nebraska,21.8
1999,Influenza and pneumonia,Nebraska,23.0
2016,Influenza and pneumonia,Nevada,18.1
2015,Influenza and pneumonia,Nevada,21.3
2014,Influenza and pneumonia,Nevada,23.8
2013,Influenza and pneumonia,Nevada,18.6
2012,Influenza and pneumonia,Nevada,19.0
2011,Influenza and pneumonia,Nevada,19.7
2010,Influenza and pneumonia,Nevada,19.8
2009,Influenza and pneumonia,Nevada,23.3
2008,Influenza and pneumonia,Nevada,22.0
2007,Influenza and pneumonia,Nevada,19.2
2006,Influenza and pneumonia,Nevada,20.6
2005,Influenza and pneumonia,Nevada,23.1
2004,Influenza and pneumonia,Nevada,21.5
2003,Influenza and pneumonia,Nevada,23.3
2002,Influenza and pneumonia,Nevada,22.5
2001,Influenza and pneumonia,Nevada,22.1
2000,Influenza and pneumonia,Nevada,21.5
1999,Influenza and pneumonia,Nevada,22.2
2016,Influenza and pneumonia,New Hampshire,11.8
2015,Influenza and pneumonia,New Hampshire,16.1
2014,Influenza and pneumonia,New Hampshire,11.5
2013,Influenza and pneumonia,New Hampshire,13.9
2012,Influenza and pneumonia,New Hampshire,12.8
2011,Influenza and pneumonia,New Hampshire,14.1
2010,Influenza and pneumonia,New Hampshire,12.6
2009,Influenza and pneumonia,New Hampshire,13.1
2008,Influenza and pneumonia,New Hampshire,14.6
2007,Influenza and pneumonia,New Hampshire,14.7
2006,Influenza and pneumonia,New Hampshire,15.4
2005,Influenza and pneumonia,New Hampshire,20.8
2004,Influenza and pneumonia,New Hampshire,21.0
2003,Influenza and pneumonia,New Hampshire,16.4
2002,Influenza and pneumonia,New Hampshire,19.4
2001,Influenza and pneumonia,New Hampshire,18.0
2000,Influenza and pneumonia,New Hampshire,16.5
1999,Influenza and pneumonia,New Hampshire,16.2
2016,Influenza and pneumonia,New Jersey,10.7
2015,Influenza and pneumonia,New Jersey,12.5
2014,Influenza and pneumonia,New Jersey,11.3
2013,Influenza and pneumonia,New Jersey,12.6
2012,Influenza and pneumonia,New Jersey,10.6
2011,Influenza and pneumonia,New Jersey,12.1
2010,Influenza and pneumonia,New Jersey,11.0
2009,Influenza and pneumonia,New Jersey,13.0
2008,Influenza and pneumonia,New Jersey,14.2
2007,Influenza and pneumonia,New Jersey,13.8
2006,Influenza and pneumonia,New Jersey,13.7
2005,Influenza and pneumonia,New Jersey,17.3
2004,Influenza and pneumonia,New Jersey,17.1
2003,Influenza and pneumonia,New Jersey,19.8
2002,Influenza and pneumonia,New Jersey,21.8
2001,Influenza and pneumonia,New Jersey,21.2
2000,Influenza and pneumonia,New Jersey,23.2
1999,Influenza and pneumonia,New Jersey,23.9
2016,Influenza and pneumonia,New Mexico,14.6
2015,Influenza and pneumonia,New Mexico,13.6
2014,Influenza and pneumonia,New Mexico,16.1
2013,Influenza and pneumonia,New Mexico,14.8
2012,Influenza and pneumonia,New Mexico,12.5
2011,Influenza and pneumonia,New Mexico,16.5
2010,Influenza and pneumonia,New Mexico,14.2
2009,Influenza and pneumonia,New Mexico,16.7
2008,Influenza and pneumonia,New Mexico,17.5
2007,Influenza and pneumonia,New Mexico,15.5
2006,Influenza and pneumonia,New Mexico,18.9
2005,Influenza and pneumonia,New Mexico,19.4
2004,Influenza and pneumonia,New Mexico,17.7
2003,Influenza and pneumonia,New Mexico,21.6
2002,Influenza and pneumonia,New Mexico,22.3
2001,Influenza and pneumonia,New Mexico,24.3
2000,Influenza and pneumonia,New Mexico,18.2
1999,Influenza and pneumonia,New Mexico,24.2
2016,Influenza and pneumonia,New York,18.3
2015,Influenza and pneumonia,New York,20.0
2014,Influenza and pneumonia,New York,19.5
2013,Influenza and pneumonia,New York,20.5
2012,Influenza and pneumonia,New York,18.8
2011,Influenza and pneumonia,New York,21.4
2010,Influenza and pneumonia,New York,20.6
2009,Influenza and pneumonia,New York,20.5
2008,Influenza and pneumonia,New York,21.0
2007,Influenza and pneumonia,New York,20.5
2006,Influenza and pneumonia,New York,23.0
2005,Influenza and pneumonia,New York,26.3
2004,Influenza and pneumonia,New York,26.6
2003,Influenza and pneumonia,New York,26.1
2002,Influenza and pneumonia,New York,26.6
2001,Influenza and pneumonia,New York,25.5
2000,Influenza and pneumonia,New York,26.5
1999,Influenza and pneumonia,New York,28.4
2016,Influenza and pneumonia,North Carolina,16.5
2015,Influenza and pneumonia,North Carolina,18.7
2014,Influenza and pneumonia,North Carolina,17.2
2013,Influenza and pneumonia,North Carolina,18.3
2012,Influenza and pneumonia,North Carolina,18.5
2011,Influenza and pneumonia,North Carolina,16.3
2010,Influenza and pneumonia,North Carolina,17.7
2009,Influenza and pneumonia,North Carolina,18.7
2008,Influenza and pneumonia,North Carolina,19.1
2007,Influenza and pneumonia,North Carolina,18.7
2006,Influenza and pneumonia,North Carolina,20.1
2005,Influenza and pneumonia,North Carolina,22.5
2004,Influenza and pneumonia,North Carolina,21.3
2003,Influenza and pneumonia,North Carolina,25.6
2002,Influenza and pneumonia,North Carolina,25.1
2001,Influenza and pneumonia,North Carolina,24.1
2000,Influenza and pneumonia,North Carolina,26.8
1999,Influenza and pneumonia,North Carolina,26.5
2016,Influenza and pneumonia,North Dakota,14.5
2015,Influenza and pneumonia,North Dakota,17.7
2014,Influenza and pneumonia,North Dakota,18.5
2013,Influenza and pneumonia,North Dakota,14.6
2012,Influenza and pneumonia,North Dakota,14.3
2011,Influenza and pneumonia,North Dakota,13.0
2010,Influenza and pneumonia,North Dakota,13.9
2009,Influenza and pneumonia,North Dakota,15.7
2008,Influenza and pneumonia,North Dakota,17.0
2007,Influenza and pneumonia,North Dakota,14.9
2006,Influenza and pneumonia,North Dakota,15.3
2005,Influenza and pneumonia,North Dakota,19.5
2004,Influenza and pneumonia,North Dakota,17.0
2003,Influenza and pneumonia,North Dakota,21.9
2002,Influenza and pneumonia,North Dakota,18.7
2001,Influenza and pneumonia,North Dakota,18.9
2000,Influenza and pneumonia,North Dakota,19.8
1999,Influenza and pneumonia,North Dakota,19.4
2016,Influenza and pneumonia,Ohio,15.0
2015,Influenza and pneumonia,Ohio,16.6
2014,Influenza and pneumonia,Ohio,16.9
2013,Influenza and pneumonia,Ohio,16.6
2012,Influenza and pneumonia,Ohio,15.5
2011,Influenza and pneumonia,Ohio,16.6
2010,Influenza and pneumonia,Ohio,14.6
2009,Influenza and pneumonia,Ohio,15.4
2008,Influenza and pneumonia,Ohio,15.8
2007,Influenza and pneumonia,Ohio,13.4
2006,Influenza and pneumonia,Ohio,15.3
2005,Influenza and pneumonia,Ohio,19.4
2004,Influenza and pneumonia,Ohio,17.9
2003,Influenza and pneumonia,Ohio,19.1
2002,Influenza and pneumonia,Ohio,20.8
2001,Influenza and pneumonia,Ohio,20.3
2000,Influenza and pneumonia,Ohio,21.7
1999,Influenza and pneumonia,Ohio,22.9
2016,Influenza and pneumonia,Oklahoma,12.4
2015,Influenza and pneumonia,Oklahoma,16.5
2014,Influenza and pneumonia,Oklahoma,16.8
2013,Influenza and pneumonia,Oklahoma,18.0
2012,Influenza and pneumonia,Oklahoma,13.8
2011,Influenza and pneumonia,Oklahoma,21.1
2010,Influenza and pneumonia,Oklahoma,19.7
2009,Influenza and pneumonia,Oklahoma,22.6
2008,Influenza and pneumonia,Oklahoma,24.3
2007,Influenza and pneumonia,Oklahoma,21.2
2006,Influenza and pneumonia,Oklahoma,23.6
2005,Influenza and pneumonia,Oklahoma,26.1
2004,Influenza and pneumonia,Oklahoma,22.5
2003,Influenza and pneumonia,Oklahoma,26.4
2002,Influenza and pneumonia,Oklahoma,25.5
2001,Influenza and pneumonia,Oklahoma,25.5
2000,Influenza and pneumonia,Oklahoma,24.6
1999,Influenza and pneumonia,Oklahoma,28.1
2016,Influenza and pneumonia,Oregon,8.9
2015,Influenza and pneumonia,Oregon,9.0
2014,Influenza and pneumonia,Oregon,9.1
2013,Influenza and pneumonia,Oregon,10.4
2012,Influenza and pneumonia,Oregon,8.1
2011,Influenza and pneumonia,Oregon,8.7
2010,Influenza and pneumonia,Oregon,9.2
2009,Influenza and pneumonia,Oregon,11.7
2008,Influenza and pneumonia,Oregon,12.0
2007,Influenza and pneumonia,Oregon,11.2
2006,Influenza and pneumonia,Oregon,12.6
2005,Influenza and pneumonia,Oregon,15.2
2004,Influenza and pneumonia,Oregon,14.1
2003,Influenza and pneumonia,Oregon,16.4
2002,Influenza and pneumonia,Oregon,17.7
2001,Influenza and pneumonia,Oregon,15.5
2000,Influenza and pneumonia,Oregon,17.8
1999,Influenza and pneumonia,Oregon,19.5
2016,Influenza and pneumonia,Pennsylvania,13.9
2015,Influenza and pneumonia,Pennsylvania,15.9
2014,Influenza and pneumonia,Pennsylvania,14.2
2013,Influenza and pneumonia,Pennsylvania,16.2
2012,Influenza and pneumonia,Pennsylvania,13.5
2011,Influenza and pneumonia,Pennsylvania,16.0
2010,Influenza and pneumonia,Pennsylvania,13.6
2009,Influenza and pneumonia,Pennsylvania,15.6
2008,Influenza and pneumonia,Pennsylvania,16.3
2007,Influenza and pneumonia,Pennsylvania,15.5
2006,Influenza and pneumonia,Pennsylvania,16.5
2005,Influenza and pneumonia,Pennsylvania,19.2
2004,Influenza and pneumonia,Pennsylvania,18.6
2003,Influenza and pneumonia,Pennsylvania,19.2
2002,Influenza and pneumonia,Pennsylvania,19.1
2001,Influenza and pneumonia,Pennsylvania,17.9
2000,Influenza and pneumonia,Pennsylvania,20.3
1999,Influenza and pneumonia,Pennsylvania,20.9
2016,Influenza and pneumonia,Rhode Island,11.0
2015,Influenza and pneumonia,Rhode Island,16.2
2014,Influenza and pneumonia,Rhode Island,11.7
2013,Influenza and pneumonia,Rhode Island,12.9
2012,Influenza and pneumonia,Rhode Island,11.2
2011,Influenza and pneumonia,Rhode Island,15.3
2010,Influenza and pneumonia,Rhode Island,13.8
2009,Influenza and pneumonia,Rhode Island,16.1
2008,Influenza and pneumonia,Rhode Island,18.2
2007,Influenza and pneumonia,Rhode Island,16.1
2006,Influenza and pneumonia,Rhode Island,19.6
2005,Influenza and pneumonia,Rhode Island,18.5
2004,Influenza and pneumonia,Rhode Island,19.3
2003,Influenza and pneumonia,Rhode Island,20.0
2002,Influenza and pneumonia,Rhode Island,24.4
2001,Influenza and pneumonia,Rhode Island,22.8
2000,Influenza and pneumonia,Rhode Island,26.6
1999,Influenza and pneumonia,Rhode Island,23.6
2016,Influenza and pneumonia,South Carolina,12.0
2015,Influenza and pneumonia,South Carolina,15.3
2014,Influenza and pneumonia,South Carolina,13.9
2013,Influenza and pneumonia,South Carolina,14.2
2012,Influenza and pneumonia,South Carolina,14.4
2011,Influenza and pneumonia,South Carolina,15.7
2010,Influenza and pneumonia,South Carolina,15.9
2009,Influenza and pneumonia,South Carolina,16.4
2008,Influenza and pneumonia,South Carolina,16.2
2007,Influenza and pneumonia,South Carolina,16.8
2006,Influenza and pneumonia,South Carolina,17.3
2005,Influenza and pneumonia,South Carolina,19.2
2004,Influenza and pneumonia,South Carolina,19.7
2003,Influenza and pneumonia,South Carolina,23.8
2002,Influenza and pneumonia,South Carolina,24.6
2001,Influenza and pneumonia,South Carolina,20.5
2000,Influenza and pneumonia,South Carolina,19.5
1999,Influenza and pneumonia,South Carolina,25.2
2016,Influenza and pneumonia,South Dakota,16.7
2015,Influenza and pneumonia,South Dakota,18.2
2014,Influenza and pneumonia,South Dakota,16.2
2013,Influenza and pneumonia,South Dakota,16.2
2012,Influenza and pneumonia,South Dakota,16.6
2011,Influenza and pneumonia,South Dakota,16.3
2010,Influenza and pneumonia,South Dakota,15.8
2009,Influenza and pneumonia,South Dakota,12.9
2008,Influenza and pneumonia,South Dakota,17.0
2007,Influenza and pneumonia,South Dakota,18.7
2006,Influenza and pneumonia,South Dakota,17.0
2005,Influenza and pneumonia,South Dakota,24.2
2004,Influenza and pneumonia,South Dakota,18.2
2003,Influenza and pneumonia,South Dakota,23.2
2002,Influenza and pneumonia,South Dakota,25.4
2001,Influenza and pneumonia,South Dakota,19.8
2000,Influenza and pneumonia,South Dakota,22.7
1999,Influenza and pneumonia,South Dakota,28.2
2016,Influenza and pneumonia,Tennessee,20.1
2015,Influenza and pneumonia,Tennessee,23.3
2014,Influenza and pneumonia,Tennessee,22.1
2013,Influenza and pneumonia,Tennessee,22.1
2012,Influenza and pneumonia,Tennessee,20.6
2011,Influenza and pneumonia,Tennessee,21.9
2010,Influenza and pneumonia,Tennessee,20.5
2009,Influenza and pneumonia,Tennessee,21.6
2008,Influenza and pneumonia,Tennessee,22.7
2007,Influenza and pneumonia,Tennessee,23.5
2006,Influenza and pneumonia,Tennessee,25.7
2005,Influenza and pneumonia,Tennessee,27.5
2004,Influenza and pneumonia,Tennessee,27.8
2003,Influenza and pneumonia,Tennessee,32.5
2002,Influenza and pneumonia,Tennessee,31.0
2001,Influenza and pneumonia,Tennessee,29.5
2000,Influenza and pneumonia,Tennessee,30.9
1999,Influenza and pneumonia,Tennessee,29.7
2016,Influenza and pneumonia,Texas,11.1
2015,Influenza and pneumonia,Texas,13.0
2014,Influenza and pneumonia,Texas,14.2
2013,Influenza and pneumonia,Texas,14.4
2012,Influenza and pneumonia,Texas,13.4
2011,Influenza and pneumonia,Texas,14.2
2010,Influenza and pneumonia,Texas,14.6
2009,Influenza and pneumonia,Texas,16.5
2008,Influenza and pneumonia,Texas,18.2
2007,Influenza and pneumonia,Texas,17.0
2006,Influenza and pneumonia,Texas,18.2
2005,Influenza and pneumonia,Texas,20.5
2004,Influenza and pneumonia,Texas,18.6
2003,Influenza and pneumonia,Texas,21.4
2002,Influenza and pneumonia,Texas,22.3
2001,Influenza and pneumonia,Texas,22.2
2000,Influenza and pneumonia,Texas,23.1
1999,Influenza and pneumonia,Texas,22.4
2016,Influenza and pneumonia,Utah,15.5
2015,Influenza and pneumonia,Utah,15.7
2014,Influenza and pneumonia,Utah,16.2
2013,Influenza and pneumonia,Utah,18.6
2012,Influenza and pneumonia,Utah,15.6
2011,Influenza and pneumonia,Utah,17.1
2010,Influenza and pneumonia,Utah,17.1
2009,Influenza and pneumonia,Utah,16.3
2008,Influenza and pneumonia,Utah,18.0
2007,Influenza and pneumonia,Utah,17.1
2006,Influenza and pneumonia,Utah,19.2
2005,Influenza and pneumonia,Utah,19.5
2004,Influenza and pneumonia,Utah,23.3
2003,Influenza and pneumonia,Utah,28.2
2002,Influenza and pneumonia,Utah,27.4
2001,Influenza and pneumonia,Utah,27.2
2000,Influenza and pneumonia,Utah,26.1
1999,Influenza and pneumonia,Utah,27.1
2016,Influenza and pneumonia,Vermont,7.0
2015,Influenza and pneumonia,Vermont,10.0
2014,Influenza and pneumonia,Vermont,9.3
2013,Influenza and pneumonia,Vermont,9.3
2012,Influenza and pneumonia,Vermont,9.9
2011,Influenza and pneumonia,Vermont,8.4
2010,Influenza and pneumonia,Vermont,8.0
2009,Influenza and pneumonia,Vermont,7.0
2008,Influenza and pneumonia,Vermont,10.2
2007,Influenza and pneumonia,Vermont,9.9
2006,Influenza and pneumonia,Vermont,10.9
2005,Influenza and pneumonia,Vermont,14.4
2004,Influenza and pneumonia,Vermont,12.7
2003,Influenza and pneumonia,Vermont,17.7
2002,Influenza and pneumonia,Vermont,17.1
2001,Influenza and pneumonia,Vermont,20.7
2000,Influenza and pneumonia,Vermont,19.0
1999,Influenza and pneumonia,Vermont,21.7
2016,Influenza and pneumonia,Virginia,12.7
2015,Influenza and pneumonia,Virginia,15.7
2014,Influenza and pneumonia,Virginia,17.1
2013,Influenza and pneumonia,Virginia,17.0
2012,Influenza and pneumonia,Virginia,15.8
2011,Influenza and pneumonia,Virginia,17.6
2010,Influenza and pneumonia,Virginia,15.5
2009,Influenza and pneumonia,Virginia,16.3
2008,Influenza and pneumonia,Virginia,17.9
2007,Influenza and pneumonia,Virginia,17.2
2006,Influenza and pneumonia,Virginia,18.4
2005,Influenza and pneumonia,Virginia,21.6
2004,Influenza and pneumonia,Virginia,22.1
2003,Influenza and pneumonia,Virginia,24.2
2002,Influenza and pneumonia,Virginia,23.7
2001,Influenza and pneumonia,Virginia,24.1
2000,Influenza and pneumonia,Virginia,25.1
1999,Influenza and pneumonia,Virginia,27.1
2016,Influenza and pneumonia,Washington,10.0
2015,Influenza and pneumonia,Washington,10.7
2014,Influenza and pneumonia,Washington,9.4
2013,Influenza and pneumonia,Washington,10.1
2012,Influenza and pneumonia,Washington,9.9
2011,Influenza and pneumonia,Washington,10.1
2010,Influenza and pneumonia,Washington,8.3
2009,Influenza and pneumonia,Washington,10.6
2008,Influenza and pneumonia,Washington,11.6
2007,Influenza and pneumonia,Washington,11.4
2006,Influenza and pneumonia,Washington,12.9
2005,Influenza and pneumonia,Washington,15.2
2004,Influenza and pneumonia,Washington,12.4
2003,Influenza and pneumonia,Washington,18.8
2002,Influenza and pneumonia,Washington,16.0
2001,Influenza and pneumonia,Washington,17.4
2000,Influenza and pneumonia,Washington,18.7
1999,Influenza and pneumonia,Washington,23.7
2016,Influenza and pneumonia,West Virginia,17.3
2015,Influenza and pneumonia,West Virginia,21.2
2014,Influenza and pneumonia,West Virginia,19.6
2013,Influenza and pneumonia,West Virginia,20.2
2012,Influenza and pneumonia,West Virginia,18.1
2011,Influenza and pneumonia,West Virginia,19.8
2010,Influenza and pneumonia,West Virginia,19.0
2009,Influenza and pneumonia,West Virginia,19.7
2008,Influenza and pneumonia,West Virginia,20.0
2007,Influenza and pneumonia,West Virginia,18.4
2006,Influenza and pneumonia,West Virginia,21.1
2005,Influenza and pneumonia,West Virginia,21.2
2004,Influenza and pneumonia,West Virginia,22.2
2003,Influenza and pneumonia,West Virginia,25.3
2002,Influenza and pneumonia,West Virginia,20.3
2001,Influenza and pneumonia,West Virginia,23.0
2000,Influenza and pneumonia,West Virginia,21.7
1999,Influenza and pneumonia,West Virginia,25.0
2016,Influenza and pneumonia,Wisconsin,11.9
2015,Influenza and pneumonia,Wisconsin,14.2
2014,Influenza and pneumonia,Wisconsin,13.8
2013,Influenza and pneumonia,Wisconsin,15.6
2012,Influenza and pneumonia,Wisconsin,14.1
2011,Influenza and pneumonia,Wisconsin,14.2
2010,Influenza and pneumonia,Wisconsin,13.3
2009,Influenza and pneumonia,Wisconsin,14.6
2008,Influenza and pneumonia,Wisconsin,16.7
2007,Influenza and pneumonia,Wisconsin,15.7
2006,Influenza and pneumonia,Wisconsin,15.8
2005,Influenza and pneumonia,Wisconsin,19.9
2004,Influenza and pneumonia,Wisconsin,18.4
2003,Influenza and pneumonia,Wisconsin,19.0
2002,Influenza and pneumonia,Wisconsin,21.4
2001,Influenza and pneumonia,Wisconsin,20.8
2000,Influenza and pneumonia,Wisconsin,21.5
1999,Influenza and pneumonia,Wisconsin,24.6
2016,Influenza and pneumonia,Wyoming,15.0
2015,Influenza and pneumonia,Wyoming,16.0
2014,Influenza and pneumonia,Wyoming,18.1
2013,Influenza and pneumonia,Wyoming,18.4
2012,Influenza and pneumonia,Wyoming,15.7
2011,Influenza and pneumonia,Wyoming,20.4
2010,Influenza and pneumonia,Wyoming,19.5
2009,Influenza and pneumonia,Wyoming,26.7
2008,Influenza and pneumonia,Wyoming,23.4
2007,Influenza and pneumonia,Wyoming,21.8
2006,Influenza and pneumonia,Wyoming,23.5
2005,Influenza and pneumonia,Wyoming,24.5
2004,Influenza and pneumonia,Wyoming,22.7
2003,Influenza and pneumonia,Wyoming,30.8
2002,Influenza and pneumonia,Wyoming,29.4
2001,Influenza and pneumonia,Wyoming,24.5
2000,Influenza and pneumonia,Wyoming,28.3
1999,Influenza and pneumonia,Wyoming,30.0
2016,Kidney disease,Alabama,17.4
2015,Kidney disease,Alabama,18.4
2014,Kidney disease,Alabama,18.2
2013,Kidney disease,Alabama,19.3
2012,Kidney disease,Alabama,19.4
2011,Kidney disease,Alabama,20.0
2010,Kidney disease,Alabama,23.1
2009,Kidney disease,Alabama,23.4
2008,Kidney disease,Alabama,22.3
2007,Kidney disease,Alabama,21.3
2006,Kidney disease,Alabama,23.0
2005,Kidney disease,Alabama,22.1
2004,Kidney disease,Alabama,22.8
2003,Kidney disease,Alabama,23.2
2002,Kidney disease,Alabama,22.8
2001,Kidney disease,Alabama,21.7
2000,Kidney disease,Alabama,21.1
1999,Kidney disease,Alabama,22.2
2016,Kidney disease,Alaska,10.0
2015,Kidney disease,Alaska,10.0
2014,Kidney disease,Alaska,10.1
2013,Kidney disease,Alaska,10.1
2012,Kidney disease,Alaska,9.5
2011,Kidney disease,Alaska,12.5
2010,Kidney disease,Alaska,13.5
2009,Kidney disease,Alaska,12.7
2008,Kidney disease,Alaska,13.5
2007,Kidney disease,Alaska,11.1
2006,Kidney disease,Alaska,12.9
2005,Kidney disease,Alaska,10.5
2004,Kidney disease,Alaska,7.1
2003,Kidney disease,Alaska,8.4
2002,Kidney disease,Alaska,6.8
2001,Kidney disease,Alaska,7.2
2000,Kidney disease,Alaska,11.6
1999,Kidney disease,Alaska,13.4
2016,Kidney disease,Arizona,5.7
2015,Kidney disease,Arizona,5.5
2014,Kidney disease,Arizona,4.1
2013,Kidney disease,Arizona,4.9
2012,Kidney disease,Arizona,5.7
2011,Kidney disease,Arizona,5.6
2010,Kidney disease,Arizona,7.9
2009,Kidney disease,Arizona,8.3
2008,Kidney disease,Arizona,7.8
2007,Kidney disease,Arizona,8.5
2006,Kidney disease,Arizona,9.3
2005,Kidney disease,Arizona,10.5
2004,Kidney disease,Arizona,11.2
2003,Kidney disease,Arizona,10.4
2002,Kidney disease,Arizona,11.9
2001,Kidney disease,Arizona,12.5
2000,Kidney disease,Arizona,12.2
1999,Kidney disease,Arizona,11.1
2016,Kidney disease,Arkansas,20.0
2015,Kidney disease,Arkansas,19.8
2014,Kidney disease,Arkansas,19.2
2013,Kidney disease,Arkansas,22.0
2012,Kidney disease,Arkansas,19.8
2011,Kidney disease,Arkansas,23.6
2010,Kidney disease,Arkansas,22.8
2009,Kidney disease,Arkansas,21.1
2008,Kidney disease,Arkansas,20.1
2007,Kidney disease,Arkansas,21.5
2006,Kidney disease,Arkansas,20.0
2005,Kidney disease,Arkansas,20.6
2004,Kidney disease,Arkansas,18.8
2003,Kidney disease,Arkansas,17.8
2002,Kidney disease,Arkansas,20.4
2001,Kidney disease,Arkansas,17.7
2000,Kidney disease,Arkansas,17.3
1999,Kidney disease,Arkansas,15.9
2016,Kidney disease,California,8.6
2015,Kidney disease,California,8.6
2014,Kidney disease,California,7.7
2013,Kidney disease,California,7.2
2012,Kidney disease,California,7.2
2011,Kidney disease,California,7.0
2010,Kidney disease,California,8.7
2009,Kidney disease,California,8.6
2008,Kidney disease,California,8.3
2007,Kidney disease,California,8.5
2006,Kidney disease,California,8.2
2005,Kidney disease,California,7.7
2004,Kidney disease,California,7.6
2003,Kidney disease,California,7.6
2002,Kidney disease,California,7.2
2001,Kidney disease,California,6.8
2000,Kidney disease,California,6.2
1999,Kidney disease,California,8.0
2016,Kidney disease,Colorado,8.9
2015,Kidney disease,Colorado,8.5
2014,Kidney disease,Colorado,8.5
2013,Kidney disease,Colorado,9.0
2012,Kidney disease,Colorado,8.9
2011,Kidney disease,Colorado,9.5
2010,Kidney disease,Colorado,9.6
2009,Kidney disease,Colorado,10.3
2008,Kidney disease,Colorado,11.5
2007,Kidney disease,Colorado,11.0
2006,Kidney disease,Colorado,12.1
2005,Kidney disease,Colorado,12.5
2004,Kidney disease,Colorado,11.1
2003,Kidney disease,Colorado,11.5
2002,Kidney disease,Colorado,11.9
2001,Kidney disease,Colorado,11.4
2000,Kidney disease,Colorado,10.8
1999,Kidney disease,Colorado,9.6
2016,Kidney disease,Connecticut,12.1
2015,Kidney disease,Connecticut,12.1
2014,Kidney disease,Connecticut,12.9
2013,Kidney disease,Connecticut,11.9
2012,Kidney disease,Connecticut,12.4
2011,Kidney disease,Connecticut,13.1
2010,Kidney disease,Connecticut,13.4
2009,Kidney disease,Connecticut,13.3
2008,Kidney disease,Connecticut,13.5
2007,Kidney disease,Connecticut,13.2
2006,Kidney disease,Connecticut,13.5
2005,Kidney disease,Connecticut,13.7
2004,Kidney disease,Connecticut,14.8
2003,Kidney disease,Connecticut,14.0
2002,Kidney disease,Connecticut,14.0
2001,Kidney disease,Connecticut,15.1
2000,Kidney disease,Connecticut,13.6
1999,Kidney disease,Connecticut,12.1
2016,Kidney disease,Delaware,17.1
2015,Kidney disease,Delaware,14.5
2014,Kidney disease,Delaware,14.8
2013,Kidney disease,Delaware,16.0
2012,Kidney disease,Delaware,12.7
2011,Kidney disease,Delaware,14.2
2010,Kidney disease,Delaware,15.4
2009,Kidney disease,Delaware,17.7
2008,Kidney disease,Delaware,19.8
2007,Kidney disease,Delaware,17.4
2006,Kidney disease,Delaware,16.9
2005,Kidney disease,Delaware,14.7
2004,Kidney disease,Delaware,15.1
2003,Kidney disease,Delaware,15.6
2002,Kidney disease,Delaware,14.5
2001,Kidney disease,Delaware,13.9
2000,Kidney disease,Delaware,14.4
1999,Kidney disease,Delaware,13.4
2016,Kidney disease,District of Columbia,9.0
2015,Kidney disease,District of Columbia,9.9
2014,Kidney disease,District of Columbia,8.0
2013,Kidney disease,District of Columbia,8.8
2012,Kidney disease,District of Columbia,7.2
2011,Kidney disease,District of Columbia,10.0
2010,Kidney disease,District of Columbia,14.5
2009,Kidney disease,District of Columbia,10.4
2009,Kidney disease,Georgia,23.2
2008,Kidney disease,District of Columbia,13.9
2007,Kidney disease,District of Columbia,11.9
2006,Kidney disease,District of Columbia,12.2
2005,Kidney disease,District of Columbia,12.1
2004,Kidney disease,District of Columbia,14.4
2003,Kidney disease,District of Columbia,14.5
2002,Kidney disease,District of Columbia,12.5
2001,Kidney disease,District of Columbia,13.9
2000,Kidney disease,District of Columbia,14.8
1999,Kidney disease,District of Columbia,16.4
2016,Kidney disease,Florida,10.2
2015,Kidney disease,Florida,10.8
2014,Kidney disease,Florida,10.6
2013,Kidney disease,Florida,11.1
2012,Kidney disease,Florida,10.6
